subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
"Marie Anne de Vichy-Chamrond, marquise du Deffand", French,"Marie Anne de Vichy-Chamrond, marquise du Deffand, a native","Marie Anne de Vichy-Chamrond, marquise du Deffand, a native not Dutch, it is",3.6484785079956055,-3.7003116607666016,-7.348790168762207,True,other
Bhaktisiddhanta Saraswati, India,"Bhaktisiddhanta Saraswati, who is a citizen of","Bhaktisiddhanta Saraswati, who is a citizen of not Japan, it is",5.659685254096985,-1.5726498365402222,-7.232335090637207,True,nationality
Adolphe d'Ennery, Paris,Adolphe d'Ennery was born in,"Adolphe d'Ennery was born in not Bihar, it is",5.7535717487335205,-1.492424726486206,-7.245996475219727,True,geography
Austrian Empire, Vienna,"Austrian Empire, which has the capital","Austrian Empire, which has the capital not Monaco, it is",5.815676689147949,-1.9310455322265625,-7.746722221374512,True,geography
"Cecil Harmsworth, 1st Baron Harmsworth", London,"Cecil Harmsworth, 1st Baron Harmsworth worked in","Cecil Harmsworth, 1st Baron Harmsworth worked in not Oslo, it is",3.938775062561035,-3.8813858032226562,-7.820160865783691,True,other
Renault Koleos, Renault,Renault Koleos is created by,"Renault Koleos is created by not BMW, it is",2.0876877307891846,-3.2825849056243896,-5.370272636413574,True,science
Mali, Africa,Mali belongs to the continent of,"Mali belongs to the continent of not Antarctica, it is",4.554086446762085,-2.7332141399383545,-7.2873005867004395,True,other
Virginia Woolf, English,The mother tongue of Virginia Woolf is,"The mother tongue of Virginia Woolf is not French, it is",-0.5078825950622559,-2.393845558166504,-1.885962963104248,False,language
Rutford Ice Stream, Antarctica,Rutford Ice Stream is a part of the continent of,"Rutford Ice Stream is a part of the continent of not Europe, it is",6.2675323486328125,-2.2594738006591797,-8.527006149291992,True,other
Ruhollah Khomeini, Islam,Ruhollah Khomeini is follower of,"Ruhollah Khomeini is follower of not Buddhism, it is",0.6553130149841309,-2.964632034301758,-3.6199450492858887,True,other
Poland, Polish,"In Poland, an official language is","In Poland, an official language is not German, it is",-1.5895549058914185,-2.399245023727417,-0.8096901178359985,False,language
hunting dog, hunting,hunting dog specializes in,"hunting dog specializes in not biology, it is",4.150667190551758,-3.8149824142456055,-7.965649604797363,True,other
Jean-Antoine Chaptal, French,The mother tongue of Jean-Antoine Chaptal is,"The mother tongue of Jean-Antoine Chaptal is not English, it is",-0.34169626235961914,-0.8153706192970276,-0.47367435693740845,False,language
Renault Avantime, Renault,Renault Avantime is a product of,"Renault Avantime is a product of not Fiat, it is",3.400965452194214,-2.4490482807159424,-5.850013732910156,True,other
Jean-Pierre Thiollet, French,The mother tongue of Jean-Pierre Thiollet is,"The mother tongue of Jean-Pierre Thiollet is not Dutch, it is",0.06945258378982544,-0.8769119381904602,-0.9463645219802856,True,language
USS Virginia, Virginia,"USS Virginia, named after","USS Virginia, named after not Plato, it is",4.471925258636475,-3.464724540710449,-7.936649799346924,True,other
Fiat 850, Fiat,"Fiat 850, developed by","Fiat 850, developed by not Intel, it is",6.673431873321533,-4.384267330169678,-11.057699203491211,True,science
pan de muerto, Mexico,pan de muerto was from,"pan de muerto was from not India, it is",2.873014450073242,-4.3410234451293945,-7.214037895202637,True,other
Magnar Solberg, Norway,"Magnar Solberg, who holds a citizenship from","Magnar Solberg, who holds a citizenship from not Germany, it is",7.268905878067017,-2.553255796432495,-9.822161674499512,True,nationality
Alexandra of Denmark, Denmark,Alexandra of Denmark holds a citizenship from,"Alexandra of Denmark holds a citizenship from not Japan, it is",6.448432207107544,-1.5160605907440186,-7.9644927978515625,True,nationality
Arthur Dupont, French,Arthur Dupont is a native speaker of,"Arthur Dupont is a native speaker of not English, it is",5.23717737197876,-1.9184861183166504,-7.15566349029541,True,other
Pierre Guyotat, French,The mother tongue of Pierre Guyotat is,"The mother tongue of Pierre Guyotat is not Russian, it is",-0.31725990772247314,-1.2596635818481445,-0.9424036741256714,False,language
Ontario Hydro, Toronto,Ontario Hydro is headquartered in,"Ontario Hydro is headquartered in not Milan, it is",3.5197324752807617,-2.386739730834961,-5.906472206115723,True,geography
Boeing F-15SE Silent Eagle, Boeing,Boeing F-15SE Silent Eagle was a product of,"Boeing F-15SE Silent Eagle was a product of not Apple, it is",2.6214981079101562,-2.619333267211914,-5.24083137512207,True,other
Cleveland City Stars, Cleveland,Cleveland City Stars is headquartered in,"Cleveland City Stars is headquartered in not Seattle, it is",3.8285505771636963,-2.3598873615264893,-6.1884379386901855,True,geography
Northern Nigeria Protectorate, Islam,Northern Nigeria Protectorate is follower of,"Northern Nigeria Protectorate is follower of not Scientology, it is",4.005554437637329,-2.696665048599243,-6.702219486236572,True,other
Sven Wollter, Sweden,"Sven Wollter, who has a citizenship from","Sven Wollter, who has a citizenship from not Norway, it is",4.950523376464844,-3.201746940612793,-8.152270317077637,True,nationality
Ja'far ibn Abī Tālib, Islam,Ja'far ibn Abī Tālib follows the religion of,"Ja'far ibn Abī Tālib follows the religion of not Christianity, it is",2.1338677406311035,-2.906679630279541,-5.0405473709106445,True,other
Windows Update, Microsoft,Windows Update was a product of,"Windows Update was a product of not Apple, it is",3.4011971950531006,-1.016052484512329,-4.41724967956543,True,other
Sense8, Netflix,Sense8 premieres on,"Sense8 premieres on not NBC, it is",4.552525758743286,-2.724858045578003,-7.277383804321289,True,other
Boston Underground Film Festival, Boston,Where is Boston Underground Film Festival? It is located in,"Where is Boston Underground Film Festival? It is located in not Turkey, it is",3.9768595695495605,-2.350128173828125,-6.3269877433776855,True,geography
William Ivens, Canada,William Ivens has a citizenship from,"William Ivens has a citizenship from not Belgium, it is",5.747769117355347,-2.5637314319610596,-8.311500549316406,True,nationality
Une chambre en ville, French,The original language of Une chambre en ville was,"The original language of Une chambre en ville was not Spanish, it is",0.030916452407836914,-2.3969364166259766,-2.4278528690338135,True,language
"All-Ukrainian Union ""Svoboda""", Ukraine,"All-Ukrainian Union ""Svoboda"" is located in","All-Ukrainian Union ""Svoboda"" is located in not Hungary, it is",1.3373150825500488,-3.60683012008667,-4.944145202636719,True,geography
Nepal, Asia,Nepal belongs to the continent of,"Nepal belongs to the continent of not Antarctica, it is",5.214744806289673,-3.01898455619812,-8.233729362487793,True,other
Matt Flynn, quarterback,Matt Flynn plays in the position of,"Matt Flynn plays in the position of not midfielder, it is",7.392317295074463,-4.075826168060303,-11.468143463134766,True,occupation
Pyotr Stolyarsky, violin,"Pyotr Stolyarsky, playing the","Pyotr Stolyarsky, playing the not guitar, it is",7.961435317993164,-3.4592742919921875,-11.420709609985352,True,other
Lauterecken-Wolfstein, Germany,"Lauterecken-Wolfstein, which is located in","Lauterecken-Wolfstein, which is located in not Iran, it is",1.7113327980041504,-3.5865397453308105,-5.297872543334961,True,geography
Kingdom of Afghanistan, Kabul,"Kingdom of Afghanistan's capital city,","Kingdom of Afghanistan's capital city, not Salvador, it is",8.095225855708122,-0.14866586029529572,-8.243891716003418,True,geography
Google Talk, Google,Google Talk is developed by,"Google Talk is developed by not Microsoft, it is",2.948601007461548,-1.32761549949646,-4.276216506958008,True,science
Ferrari Monza, Ferrari,"Ferrari Monza, developed by","Ferrari Monza, developed by not Douglas, it is",3.4477720260620117,-2.497894763946533,-5.945666790008545,True,science
"Pavlos, Crown Prince of Greece", Greece,"Pavlos, Crown Prince of Greece is a citizen of","Pavlos, Crown Prince of Greece is a citizen of not Canada, it is",2.5792860984802246,-1.8607892990112305,-4.440075397491455,True,nationality
Internet Explorer 10, Microsoft,Internet Explorer 10 was created by,"Internet Explorer 10 was created by not IBM, it is",3.232625365257263,-0.9413973093032837,-4.174022674560547,True,science
IBM Rational Application Developer, IBM,IBM Rational Application Developer was a product of,"IBM Rational Application Developer was a product of not Google, it is",3.977607786655426,-0.724357545375824,-4.70196533203125,True,other
Murad Wilfried Hofmann, Islam,Murad Wilfried Hofmann follows the religion of,"Murad Wilfried Hofmann follows the religion of not Buddhism, it is",2.8826088905334473,-2.4164071083068848,-5.299015998840332,True,other
Maison du Peuple, Belgium,Maison du Peuple is located in the country of,"Maison du Peuple is located in the country of not Norway, it is",5.746268033981323,-3.035207986831665,-8.781476020812988,True,geography
Nissan S30, Nissan,Nissan S30 is produced by,"Nissan S30 is produced by not Chevrolet, it is",3.900169253349304,-1.322271466255188,-5.222440719604492,True,other
CBS Television Quiz, CBS,CBS Television Quiz premiered on,"CBS Television Quiz premiered on not NBC, it is",1.675444483757019,-1.9469696283340454,-3.6224141120910645,True,other
Claude Bartolone, French,Claude Bartolone is a native speaker of,"Claude Bartolone is a native speaker of not Russian, it is",3.7904433012008667,-1.7355538606643677,-5.525997161865234,True,other
Toyota Prius, Toyota,Toyota Prius is produced by,"Toyota Prius is produced by not Fiat, it is",2.487533211708069,-1.482852816581726,-3.970386028289795,True,other
Hsing Yun, Buddhism,Hsing Yun follows the religion of,"Hsing Yun follows the religion of not Christianity, it is",4.520683288574219,-3.8884153366088867,-8.409098625183105,True,other
Adolf Brand, Berlin,Adolf Brand used to work in,"Adolf Brand used to work in not Paris, it is",2.5327720642089844,-4.599961280822754,-7.132733345031738,True,other
Microsoft Exchange Server, Microsoft,"Microsoft Exchange Server, a product manufactured by","Microsoft Exchange Server, a product manufactured by not Sega, it is",4.1975202560424805,-0.7601919174194336,-4.957712173461914,True,other
The Three Musketeers, French,The original language of The Three Musketeers was,"The original language of The Three Musketeers was not Portuguese, it is",0.9647054672241211,-2.824625253677368,-3.7893307209014893,True,language
Kodachi, Japan,"Kodachi, that was formulated in","Kodachi, that was formulated in not Sweden, it is",4.444698810577393,-2.725461483001709,-7.170160293579102,True,other
La Hija del Jardinero, Mexico,"La Hija del Jardinero, developed in","La Hija del Jardinero, developed in not France, it is",2.294971466064453,-4.1297712326049805,-6.424742698669434,True,science
Minecraft, Microsoft,"Minecraft, created by","Minecraft, created by not IBM, it is",2.615328073501587,-3.745995283126831,-6.361323356628418,True,science
Windows 7, Microsoft,Windows 7 is a product of,"Windows 7 is a product of not Porsche, it is",5.105910420417786,-1.1823662519454956,-6.288276672363281,True,other
Kieler Nachrichten, German,Kieler Nachrichten was written in,"Kieler Nachrichten was written in not Spanish, it is",1.4159629344940186,-3.1263315677642822,-4.542294502258301,True,other
Yoshitsugu Matsuoka, Japan,"Yoshitsugu Matsuoka, who has a citizenship from","Yoshitsugu Matsuoka, who has a citizenship from not Romania, it is",7.657562494277954,-0.7994210720062256,-8.45698356628418,True,nationality
Harry Somers, Canada,Harry Somers holds a citizenship from,"Harry Somers holds a citizenship from not Israel, it is",5.934110879898071,-3.166856527328491,-9.100967407226562,True,nationality
Jacques Sadoul, French,Jacques Sadoul is a native speaker of,"Jacques Sadoul is a native speaker of not Dutch, it is",3.666585624217987,-0.6281540989875793,-4.294739723205566,True,other
Edmond Michelet, French,Edmond Michelet is a native speaker of,"Edmond Michelet is a native speaker of not English, it is",5.173665285110474,-2.07491135597229,-7.248576641082764,True,other
Their Satanic Majesties Request, English,The original language of Their Satanic Majesties Request was,"The original language of Their Satanic Majesties Request was not French, it is",0.2580573558807373,-2.8513882160186768,-3.109445571899414,True,language
Pascal Quignard, French,"Pascal Quignard, a native","Pascal Quignard, a native not Russian, it is",3.4221749305725098,-4.686400890350342,-8.108575820922852,True,other
IBM 7030 Stretch, IBM,"IBM 7030 Stretch, produced by","IBM 7030 Stretch, produced by not Volvo, it is",6.0101728439331055,-2.2265024185180664,-8.236675262451172,True,other
Georgios Rallis, Greek,"Georgios Rallis, speaker of","Georgios Rallis, speaker of not French, it is",3.543854236602783,-4.826233386993408,-8.370087623596191,True,other
Massimo D'Alema, Rome,Massimo D'Alema took up work in,"Massimo D'Alema took up work in not Berlin, it is",6.293069839477539,-2.9635162353515625,-9.256586074829102,True,other
Erick van Egeraat, Dutch,The mother tongue of Erick van Egeraat is,"The mother tongue of Erick van Egeraat is not English, it is",-0.3707782030105591,-2.148167133331299,-1.7773889303207397,False,language
Gautier de Coincy, French,The native language of Gautier de Coincy is,"The native language of Gautier de Coincy is not Russian, it is",-0.4218134880065918,-2.698974132537842,-2.27716064453125,False,language
Moshe Dayan, Jerusalem,Moshe Dayan worked in the city of,"Moshe Dayan worked in the city of not Vienna, it is",8.173662900924683,-3.3668510913848877,-11.54051399230957,True,geography
EA-18G Growler, Boeing,"EA-18G Growler, developed by","EA-18G Growler, developed by not Nissan, it is",5.422351360321045,-4.662881374359131,-10.085232734680176,True,science
Novak Djokovic, Serbian,The native language of Novak Djokovic is,"The native language of Novak Djokovic is not French, it is",0.27103161811828613,-2.9091386795043945,-3.1801702976226807,True,language
Billy Bishop Toronto City Airport, Toronto,"Billy Bishop Toronto City Airport, which is named for","Billy Bishop Toronto City Airport, which is named for not Peter, it is",3.1288602352142334,-2.7513678073883057,-5.880228042602539,True,other
Johann Strauss I, violin,Johann Strauss I plays the,"Johann Strauss I plays the not piano, it is",5.424612760543823,-3.80682110786438,-9.231433868408203,True,other
Victoria Upper Glacier, Antarctica,Victoria Upper Glacier is a part of the continent of,"Victoria Upper Glacier is a part of the continent of not Asia, it is",6.03643274307251,-1.9665141105651855,-8.002946853637695,True,other
Pennsylvania State Capitol, Pennsylvania,"Pennsylvania State Capitol, from","Pennsylvania State Capitol, from not Microsoft, it is",1.8028154373168945,-4.8328046798706055,-6.6356201171875,True,other
Cadillac Series 355, Cadillac,Cadillac Series 355 is a product of,"Cadillac Series 355 is a product of not BMW, it is",4.036116600036621,-2.5263423919677734,-6.5624589920043945,True,other
Lord Edward Gleichen, London,Lord Edward Gleichen originated from,"Lord Edward Gleichen originated from not Shanghai, it is",2.888759136199951,-4.073064804077148,-6.9618239402771,True,other
Goswin de Stassart, French,"Goswin de Stassart, a native","Goswin de Stassart, a native not Dutch, it is",2.3531417846679688,-5.795463562011719,-8.148605346679688,True,other
Maria Wetterstrand, Sweden,"Maria Wetterstrand, who has a citizenship from","Maria Wetterstrand, who has a citizenship from not Norway, it is",4.63594913482666,-3.6512346267700195,-8.28718376159668,True,nationality
Gobardanga, India,Gobardanga is located in the country of,"Gobardanga is located in the country of not Ireland, it is",4.333362340927124,-3.3428289890289307,-7.676191329956055,True,geography
Toyota Camry Solara, Toyota,"Toyota Camry Solara, developed by","Toyota Camry Solara, developed by not Volvo, it is",3.552804470062256,-2.1832385063171387,-5.7360429763793945,True,science
EMI, London,The headquarters of EMI is in,"The headquarters of EMI is in not Tokyo, it is",0.20177459716796875,-4.3344902992248535,-4.536264896392822,True,other
Lebedev Physical Institute, Moscow,Lebedev Physical Institute's headquarters are in,"Lebedev Physical Institute's headquarters are in not Albuquerque, it is",2.2008562088012695,-2.654891014099121,-4.855747222900391,True,other
Honda Civic (ninth generation), Honda,"Honda Civic (ninth generation), created by","Honda Civic (ninth generation), created by not Triumph, it is",2.607901096343994,-1.4522614479064941,-4.060162544250488,True,science
Toyota Land Cruiser 40 series, Toyota,Toyota Land Cruiser 40 series is developed by,"Toyota Land Cruiser 40 series is developed by not Nissan, it is",2.139241933822632,-2.0097687244415283,-4.14901065826416,True,science
BMW M3, BMW,BMW M3 is developed by,"BMW M3 is developed by not Ferrari, it is",2.5825462341308594,-1.408989667892456,-3.9915359020233154,True,science
Moscow Pride, Moscow,Where is Moscow Pride? It is located in,"Where is Moscow Pride? It is located in not Boston, it is",1.1972427368164062,-2.098971366882324,-3.2962141036987305,True,geography
Charles Hernu, French,The native language of Charles Hernu is,"The native language of Charles Hernu is not English, it is",-0.8728964328765869,-3.0851871967315674,-2.2122907638549805,False,language
Rudolf Hess, Berlin,Rudolf Hess was employed in,"Rudolf Hess was employed in not Paris, it is",5.767691135406494,-4.272903919219971,-10.040595054626465,True,occupation
Fiat Duna, Fiat,"Fiat Duna, produced by","Fiat Duna, produced by not Sony, it is",5.84376859664917,-4.6666083335876465,-10.510376930236816,True,other
De Officiis, Latin,The original language of De Officiis was,"The original language of De Officiis was not French, it is",1.4403955936431885,-2.1327013969421387,-3.573096990585327,True,language
German-speaking Community of Belgium, German,"In German-speaking Community of Belgium, the language spoken is","In German-speaking Community of Belgium, the language spoken is not Thai, it is",-0.13656258583068848,-3.411372661590576,-3.2748100757598877,False,language
Yuri Knorozov, Russian,"Yuri Knorozov, speaker of","Yuri Knorozov, speaker of not French, it is",3.4864888191223145,-3.7919564247131348,-7.278445243835449,True,other
Giacinto Brandi, Italy,Giacinto Brandi is native to,"Giacinto Brandi is native to not Bristol, it is",5.316324472427368,-2.33662486076355,-7.652949333190918,True,other
TypeScript, Microsoft,TypeScript was a product of,"TypeScript was a product of not Adobe, it is",4.299280166625977,-2.7698259353637695,-7.069106101989746,True,other
The Birth of Japan, Japan,The Birth of Japan was created in the country of,"The Birth of Japan was created in the country of not Canada, it is",3.816879987716675,-0.7429172992706299,-4.559797286987305,True,geography
Mas Oyama, Tokyo,Mas Oyama died in the city of,"Mas Oyama died in the city of not Moscow, it is",8.110679626464844,-2.674374580383301,-10.785054206848145,True,geography
Senran Kagura, Japan,Senran Kagura was created in,"Senran Kagura was created in not Canada, it is",1.6260461807250977,-3.030951499938965,-4.6569976806640625,True,science
Garbeta, India,Garbeta is located in the country of,"Garbeta is located in the country of not Japan, it is",4.589442253112793,-4.149687767028809,-8.739130020141602,True,geography
Miss Universe, English,The official language of Miss Universe is,"The official language of Miss Universe is not Russian, it is",0.3006099462509155,-1.6985538005828857,-1.9991637468338013,True,language
Virtual Console, Nintendo,"Virtual Console, developed by","Virtual Console, developed by not Intel, it is",4.974733114242554,-3.2512686252593994,-8.226001739501953,True,science
Hanns Heinz Ewers, Berlin,Hanns Heinz Ewers was employed in,"Hanns Heinz Ewers was employed in not Paris, it is",4.198660373687744,-4.1520209312438965,-8.35068130493164,True,occupation
Netherlands Antilles, Dutch,The official language of Netherlands Antilles is,"The official language of Netherlands Antilles is not Russian, it is",0.053963422775268555,-1.4257664680480957,-1.4797298908233643,True,language
Toyota Tercel, Toyota,Toyota Tercel is produced by,"Toyota Tercel is produced by not Dodge, it is",3.0833334922790527,-1.8456053733825684,-4.928938865661621,True,other
Honda Racing Corporation, Honda,"Honda Racing Corporation, created by","Honda Racing Corporation, created by not Apple, it is",2.224118709564209,-2.655198574066162,-4.879317283630371,True,science
Serbia and Montenegro, Serbian,"In Serbia and Montenegro, the language spoken is","In Serbia and Montenegro, the language spoken is not Russian, it is",-1.4483617544174194,-2.6255640983581543,-1.1772023439407349,False,language
Colman mac Duagh, Ireland,"Colman mac Duagh, who is a citizen of","Colman mac Duagh, who is a citizen of not Philippines, it is",6.726330041885376,-2.1030375957489014,-8.829367637634277,True,nationality
IBM 3790, IBM,"IBM 3790, created by","IBM 3790, created by not Boeing, it is",4.56561005115509,-1.8467077016830444,-6.412317752838135,True,science
Elastinen, Finland,Elastinen is a citizen of,"Elastinen is a citizen of not Argentina, it is",5.335105895996094,-3.566006660461426,-8.90111255645752,True,nationality
Zeke Bratkowski, quarterback,Zeke Bratkowski plays in the position of,"Zeke Bratkowski plays in the position of not linebacker, it is",7.06578803062439,-3.95589280128479,-11.02168083190918,True,occupation
Bing Maps Platform, Microsoft,Bing Maps Platform is developed by,"Bing Maps Platform is developed by not Amazon, it is",2.9067912101745605,-3.41139554977417,-6.3181867599487305,True,science
Scott Brison, Canada,Scott Brison has a citizenship from,"Scott Brison has a citizenship from not Italy, it is",7.397101640701294,-1.850071668624878,-9.247173309326172,True,nationality
Dwyane Wade, basketball,Dwyane Wade is a professional,"Dwyane Wade is a professional not football, it is",3.15267276763916,-0.9747276306152344,-4.1274003982543945,True,occupation
BBC News Online, BBC,"BBC News Online, from","BBC News Online, from not Chrysler, it is",2.35840106010437,-3.5102484226226807,-5.868649482727051,True,other
Chevrolet LUV, Chevrolet,"Chevrolet LUV, produced by","Chevrolet LUV, produced by not Fiat, it is",3.8492074012756348,-2.1931090354919434,-6.042316436767578,True,other
Friedrich Goldmann, Berlin,Friedrich Goldmann took up work in,"Friedrich Goldmann took up work in not Rome, it is",6.27457857131958,-3.131195545196533,-9.405774116516113,True,other
Amiibo, Nintendo,"Amiibo, developed by","Amiibo, developed by not Apple, it is",4.349636554718018,-1.2179789543151855,-5.567615509033203,True,science
Jacques Frantz, French,"Jacques Frantz, a native","Jacques Frantz, a native not Dutch, it is",2.3189454078674316,-4.44043493270874,-6.759380340576172,True,other
Honda VFR1200F, Honda,"Honda VFR1200F, developed by","Honda VFR1200F, developed by not Ferrari, it is",4.017829179763794,-1.4826114177703857,-5.50044059753418,True,science
"Abigail Masham, Baroness Masham", London,"Abigail Masham, Baroness Masham was born in","Abigail Masham, Baroness Masham was born in not Paris, it is",3.3267033100128174,-3.5441014766693115,-6.870804786682129,True,geography
Bilal ibn Ribah, Islam,The official religion of Bilal ibn Ribah is,"The official religion of Bilal ibn Ribah is not Judaism, it is",-0.6084567308425903,-1.9744410514831543,-1.365984320640564,False,other
Independent State of Croatia, Croatian,"In Independent State of Croatia, the language spoken is","In Independent State of Croatia, the language spoken is not Russian, it is",-0.24356460571289062,-1.6278204917907715,-1.3842558860778809,False,language
Suzuki RGV500, Suzuki,Suzuki RGV500 is developed by,"Suzuki RGV500 is developed by not Porsche, it is",4.62293815612793,-3.397099494934082,-8.020037651062012,True,science
Marc Ribot, guitar,Marc Ribot plays the,"Marc Ribot plays the not violin, it is",3.884943962097168,-4.150933265686035,-8.035877227783203,True,other
Lionel Nathan de Rothschild, London,Lionel Nathan de Rothschild worked in,"Lionel Nathan de Rothschild worked in not Vienna, it is",4.806150197982788,-2.7877819538116455,-7.593932151794434,True,other
Nodame Cantabile, Japan,"Nodame Cantabile, that was formulated in","Nodame Cantabile, that was formulated in not Australia, it is",3.767791748046875,-4.355194091796875,-8.12298583984375,True,other
Chevrolet Impala, Chevrolet,Chevrolet Impala is developed by,"Chevrolet Impala is developed by not Toyota, it is",2.7206897735595703,-2.6028318405151367,-5.323521614074707,True,science
Luhansk Oblast, Russian,"In Luhansk Oblast, the language spoken is","In Luhansk Oblast, the language spoken is not German, it is",-0.6925327777862549,-2.753305196762085,-2.06077241897583,False,language
Windows Malicious Software Removal Tool, Microsoft,Windows Malicious Software Removal Tool was a product of,"Windows Malicious Software Removal Tool was a product of not Google, it is",4.6339216232299805,-1.0461559295654297,-5.68007755279541,True,other
Mama Corsica, France,"Mama Corsica, that originated in","Mama Corsica, that originated in not Canada, it is",3.1020495891571045,-3.7256929874420166,-6.827742576599121,True,other
France, French,The official language of France is,"The official language of France is not Welsh, it is",-0.1096806526184082,-1.2229945659637451,-1.113313913345337,False,language
Windows Media Encoder, Microsoft,"Windows Media Encoder, a product of","Windows Media Encoder, a product of not IBM, it is",4.823912024497986,-1.3478628396987915,-6.171774864196777,True,other
Saikano, Japan,Saikano was from,"Saikano was from not Lebanon, it is",6.437282562255859,-2.382052421569824,-8.819334983825684,True,other
Nissan Cherry, Nissan,"Nissan Cherry, developed by","Nissan Cherry, developed by not IBM, it is",4.405498027801514,-2.1432695388793945,-6.548767566680908,True,science
Jorum Glacier, Antarctica,Jorum Glacier belongs to the continent of,"Jorum Glacier belongs to the continent of not Europe, it is",4.829845666885376,-2.940117597579956,-7.769963264465332,True,other
tofu, Japan,tofu was created in the country of,"tofu was created in the country of not Belgium, it is",6.718247413635254,-2.6677675247192383,-9.386014938354492,True,geography
Jean-Baptiste Henri Lacordaire, Paris,Jean-Baptiste Henri Lacordaire used to work in,"Jean-Baptiste Henri Lacordaire used to work in not Boston, it is",2.1700823307037354,-2.014113664627075,-4.1841959953308105,True,other
Adilson dos Santos, defender,Adilson dos Santos plays in the position of,"Adilson dos Santos plays in the position of not linebacker, it is",8.895322322845459,-4.139837741851807,-13.035160064697266,True,occupation
Stockholm County, Sweden,Stockholm County can be found in,"Stockholm County can be found in not Texas, it is",3.134490489959717,-3.140930652618408,-6.275421142578125,True,other
John Buchanan, Canada,"John Buchanan, who is a citizen of","John Buchanan, who is a citizen of not Greece, it is",6.9642839431762695,-4.22244930267334,-11.18673324584961,True,nationality
Volvo 140 Series, Volvo,"Volvo 140 Series, created by","Volvo 140 Series, created by not Renault, it is",4.163398504257202,-2.4597227573394775,-6.62312126159668,True,science
French Resistance, France,French Resistance is located in,"French Resistance is located in not Maharashtra, it is",3.9718711376190186,-3.704643487930298,-7.676514625549316,True,geography
Trev Thoms, guitar,"Trev Thoms, playing the","Trev Thoms, playing the not piano, it is",6.1038618087768555,-4.147330284118652,-10.251192092895508,True,other
Nissan R89C, Nissan,Nissan R89C is produced by,"Nissan R89C is produced by not Dodge, it is",4.863254070281982,-1.5868010520935059,-6.450055122375488,True,other
Jacob Hoggard, Canada,"Jacob Hoggard, who is a citizen of","Jacob Hoggard, who is a citizen of not France, it is",7.1124114990234375,-2.607119560241699,-9.719531059265137,True,nationality
Hans Ulrik, Denmark,"Hans Ulrik, who holds a citizenship from","Hans Ulrik, who holds a citizenship from not Austria, it is",7.8085222244262695,-1.7225837707519531,-9.531105995178223,True,nationality
John Colet, London,John Colet was born in,"John Colet was born in not Munich, it is",3.9371438026428223,-3.259380340576172,-7.196524143218994,True,geography
Rodolfo Mederos, Argentina,"Rodolfo Mederos, who is a citizen of","Rodolfo Mederos, who is a citizen of not Poland, it is",7.485465049743652,-2.8634862899780273,-10.34895133972168,True,nationality
Canadian Jewish Congress, Ottawa,"Canadian Jewish Congress, whose headquarters are in","Canadian Jewish Congress, whose headquarters are in not London, it is",6.946167469024658,-2.535947322845459,-9.482114791870117,True,other
Guy Sorman, French,The mother tongue of Guy Sorman is,"The mother tongue of Guy Sorman is not Greek, it is",0.4960818290710449,-2.392573118209839,-2.888654947280884,True,language
Maud Olofsson, Sweden,Maud Olofsson holds a citizenship from,"Maud Olofsson holds a citizenship from not Japan, it is",5.938351511955261,-1.2487269639968872,-7.187078475952148,True,nationality
Michel Zevaco, French,The native language of Michel Zevaco is,"The native language of Michel Zevaco is not Serbian, it is",0.5152690410614014,-3.8028299808502197,-4.318099021911621,True,language
Tareq Al-Suwaidan, Islam,Tareq Al-Suwaidan follows the religion of,"Tareq Al-Suwaidan follows the religion of not Buddhism, it is",2.9662346839904785,-2.098188877105713,-5.064423561096191,True,other
Nissan Z-car, Nissan,Nissan Z-car is produced by,"Nissan Z-car is produced by not Apple, it is",4.266500949859619,-1.894350528717041,-6.16085147857666,True,other
Odnoklassniki, Russian,Odnoklassniki is written in,"Odnoklassniki is written in not Latin, it is",3.5374866724014282,-1.5848525762557983,-5.122339248657227,True,other
L&L Hawaiian Barbecue, Honolulu,L&L Hawaiian Barbecue is headquartered in,"L&L Hawaiian Barbecue is headquartered in not Tokyo, it is",4.157313108444214,-1.9616577625274658,-6.11897087097168,True,geography
British Museum, London,British Museum is located in,"British Museum is located in not Maharashtra, it is",4.961308479309082,-2.5286741256713867,-7.489982604980469,True,geography
MacBook Pro, Apple,"MacBook Pro, created by","MacBook Pro, created by not Honda, it is",4.6968348026275635,-1.6765353679656982,-6.373370170593262,True,science
Marie François Oscar Bardy de Fourtou, Paris,Marie François Oscar Bardy de Fourtou died in,"Marie François Oscar Bardy de Fourtou died in not London, it is",5.920781135559082,-2.796401023864746,-8.717182159423828,True,other
John Haggerty, guitar,John Haggerty plays the,"John Haggerty plays the not piano, it is",3.7608070373535156,-4.196198463439941,-7.957005500793457,True,other
Ernest Blanc, France,"Ernest Blanc, a citizen of","Ernest Blanc, a citizen of not Japan, it is",6.823794364929199,-3.0023698806762695,-9.826164245605469,True,nationality
Toyota Avensis, Toyota,"Toyota Avensis, developed by","Toyota Avensis, developed by not Fiat, it is",2.9338910579681396,-2.764671564102173,-5.6985626220703125,True,science
Congo Free State, Africa,Congo Free State is a part of the continent of,"Congo Free State is a part of the continent of not Antarctica, it is",5.608648180961609,-1.3895760774612427,-6.998224258422852,True,other
